dataset,method,audience_id,code_path_id,edit_type,FRS_1,FRS_3,FRS_5,mean_abs_delta_frac_3
online-retail-ii,A0_propose_verify,A0_007,a0_schema_propose_verify,drop,0.9286435543588017,0.8956580276001347,0.8956580276001347,0.0861662739818243
online-retail-ii,A0_propose_verify,A0_007,a0_schema_propose_verify,threshold,0.9501851228542578,0.9171995960955908,0.8956580276001347,0.06619544485582857
online-retail-ii,A2_freetext,A2_003,a2_nl_tag,add,0.9798047795355099,0.9495119488387749,0.9495119488387749,0.01682935038707506
online-retail-ii,A2_freetext,A2_003,a2_nl_tag,drop,1.0,1.0,1.0,0.0
online-retail-ii,A2_freetext,A2_003,a2_nl_tag,threshold,1.0,1.0,1.0,0.0
online-retail-ii,A2_freetext,A2_002,a2_nl_tag,add,0.8561090541905082,0.7667452036351396,0.7643890945809492,0.07775159878828677
online-retail-ii,A2_freetext,A2_002,a2_nl_tag,drop,1.0,1.0,1.0,0.0
online-retail-ii,A2_freetext,A2_002,a2_nl_tag,threshold,1.0,1.0,1.0,0.0
online-retail-ii,A2_freetext,A2_007,a2_nl_tag,add,0.7377987209693706,0.7032985526758667,0.6974082800403905,0.09890048244137774
online-retail-ii,A2_freetext,A2_007,a2_nl_tag,drop,1.0,1.0,1.0,0.0
online-retail-ii,A2_freetext,A2_007,a2_nl_tag,threshold,1.0,1.0,1.0,0.0
online-retail-ii,A2_freetext,A2_001,a2_nl_tag,add,0.7753281723325479,0.7616963985190172,0.7611915180074049,0.07943453382699427
online-retail-ii,A2_freetext,A2_001,a2_nl_tag,drop,1.0,1.0,1.0,0.0
online-retail-ii,A2_freetext,A2_001,a2_nl_tag,threshold,1.0,1.0,1.0,0.0
online-retail-ii,A2_freetext,A2_010,a2_nl_tag,add,0.856950521709862,0.8101649276337933,0.806294177044766,0.06327835745540222
online-retail-ii,A2_freetext,A2_010,a2_nl_tag,drop,1.0,1.0,1.0,0.0
online-retail-ii,A2_freetext,A2_010,a2_nl_tag,threshold,1.0,1.0,1.0,0.0
online-retail-ii,A2_freetext,A2_015,a2_nl_tag,add,0.7021204981487714,0.7275328172332548,0.6952204644900707,0.09082239425558174
online-retail-ii,A2_freetext,A2_015,a2_nl_tag,drop,1.0,1.0,1.0,0.0
online-retail-ii,A2_freetext,A2_015,a2_nl_tag,threshold,1.0,1.0,1.0,0.0
online-retail-ii,A2_freetext,A2_000,a2_nl_tag,add,0.8286772130595759,0.6681252103668799,0.6669471558397846,0.11062492987770671
online-retail-ii,A2_freetext,A2_000,a2_nl_tag,drop,1.0,1.0,1.0,0.0
online-retail-ii,A2_freetext,A2_000,a2_nl_tag,threshold,1.0,1.0,1.0,0.0
online-retail-ii,A2_freetext,A2_004,a2_nl_tag,add,0.7899697071693033,0.9402558061258836,0.773308650286099,0.019914731291372154
online-retail-ii,A2_freetext,A2_004,a2_nl_tag,drop,1.0,1.0,1.0,0.0
online-retail-ii,A2_freetext,A2_004,a2_nl_tag,threshold,1.0,1.0,1.0,0.0
online-retail-ii,A4_random,A4_034,a4_uniform_catalogue,add,0.9978121844496802,0.988556041736789,0.0848199259508583,0.00381465275440368
online-retail-ii,A4_random,A4_034,a4_uniform_catalogue,drop,0.9286435543588017,0.9670144732413329,0.8956580276001347,0.032985526758667116
online-retail-ii,A4_random,A4_034,a4_uniform_catalogue,threshold,0.9670144732413329,0.9286435543588017,0.8956580276001347,0.05699539997756087
online-retail-ii,A4_random,A4_027,a4_uniform_catalogue,add,0.8764725681588691,0.9175361831033322,0.1277347694378997,0.02748793896555593
online-retail-ii,A4_random,A4_027,a4_uniform_catalogue,drop,0.9594412655671491,0.9594412655671491,0.9594412655671491,0.04055873443285089
online-retail-ii,A4_random,A4_027,a4_uniform_catalogue,threshold,0.9594412655671491,0.9594412655671491,0.9594412655671491,0.04055873443285089
online-retail-ii,A4_random,A4_025,a4_uniform_catalogue,add,0.9968024234264558,0.909626388421407,0.8402894648266577,0.030124537192864356
online-retail-ii,A4_random,A4_025,a4_uniform_catalogue,drop,0.5188488724335241,0.8460114439582632,0.5188488724335241,0.09373948165600808
online-retail-ii,A4_random,A4_025,a4_uniform_catalogue,threshold,0.9732413328845506,0.8460114439582632,0.5188488724335241,0.11157859306630763
online-retail-ii,A4_random,A4_039,a4_uniform_catalogue,add,0.9983170649612925,0.9537192864355436,0.8810164927633793,0.015426904521485471
online-retail-ii,A4_random,A4_039,a4_uniform_catalogue,drop,0.9893975092561427,0.9468192527768429,0.9468192527768429,0.03545383148210479
online-retail-ii,A4_random,A4_039,a4_uniform_catalogue,threshold,0.9754291484348704,0.9468192527768429,0.9468192527768429,0.038987995063390554
online-retail-ii,A4_random,A4_003,a4_uniform_catalogue,add,0.5238976775496466,0.9808145405587344,0.8458431504543925,0.0063951531470885226
online-retail-ii,A4_random,A4_003,a4_uniform_catalogue,drop,0.971053517334231,0.9367216425445978,0.9367216425445978,0.039492875575002806
online-retail-ii,A4_random,A4_003,a4_uniform_catalogue,threshold,0.9447997307303938,0.9367216425445978,0.9367216425445978,0.03253674408167845
online-retail-ii,A4_random,A4_013,a4_uniform_catalogue,add,1.0,0.995287781891619,0.995287781891619,0.0015707393694603389
online-retail-ii,A4_random,A4_013,a4_uniform_catalogue,drop,0.770615954224167,0.770615954224167,0.770615954224167,0.22938404577583305
online-retail-ii,A4_random,A4_013,a4_uniform_catalogue,threshold,0.770615954224167,0.770615954224167,0.770615954224167,0.22938404577583305
online-retail-ii,A4_random,A4_014,a4_uniform_catalogue,add,0.9887243352406597,0.4225849882194547,0.9792998990238977,0.19247167059351508
online-retail-ii,A4_random,A4_014,a4_uniform_catalogue,drop,0.642376304274655,0.7468865701783911,0.642376304274655,0.2531134298216089
online-retail-ii,A4_random,A4_014,a4_uniform_catalogue,threshold,0.8830360148098283,0.642376304274655,0.642376304274655,0.23841579715023
online-retail-ii,A4_random,A4_016,a4_uniform_catalogue,add,0.987209693705823,0.88118478626725,0.7884550656344665,0.03960507124424997
online-retail-ii,A4_random,A4_016,a4_uniform_catalogue,drop,0.9929316728374284,0.9017165937394817,0.9017165937394817,0.07618085941882644
online-retail-ii,A4_random,A4_016,a4_uniform_catalogue,threshold,0.9929316728374284,0.9017165937394817,0.9609559071019859,0.07618085941882644
online-retail-ii,A5_rfm_fixed,A5_M_q5,a5_rfm_fixed,add,0.996634129922585,0.9727364523729384,0.854930999663413,0.009087849209020532
online-retail-ii,A5_rfm_fixed,A5_M_q5,a5_rfm_fixed,drop,0.8111746886570178,0.8111746886570178,0.6220127903062942,0.16100078536968473
online-retail-ii,A5_rfm_fixed,A5_M_q5,a5_rfm_fixed,threshold,0.852911477616964,0.8111746886570178,0.6220127903062942,0.18882531134298217
online-retail-ii,A5_rfm_fixed,A5_F_q5,a5_rfm_fixed,add,0.9686974082800404,0.920397172669135,0.9089532144059239,0.02653427577695501
online-retail-ii,A5_rfm_fixed,A5_F_q5,a5_rfm_fixed,drop,0.8460114439582632,0.8460114439582632,0.5188488724335241,0.13614944463143722
online-retail-ii,A5_rfm_fixed,A5_F_q5,a5_rfm_fixed,threshold,0.8727701110737126,0.5456075395489735,0.5188488724335241,0.3453382699427802
online-retail-ii,A5_rfm_fixed,A5_R_q1,a5_rfm_fixed,add,1.0,0.995287781891619,0.9998317064961293,0.0015707393694603389
online-retail-ii,A5_rfm_fixed,A5_R_q1,a5_rfm_fixed,drop,1.0,0.770615954224167,0.770615954224167,0.22938404577583305
online-retail-ii,A5_rfm_fixed,A5_R_q1,a5_rfm_fixed,threshold,0.770615954224167,0.770615954224167,0.770615954224167,0.22938404577583305
online-retail-ii,A5_rfm_fixed,A5_R_q5,a5_rfm_fixed,add,0.9909121507909795,0.8709188825311343,0.9059239313362504,0.04302703915628856
online-retail-ii,A5_rfm_fixed,A5_R_q5,a5_rfm_fixed,drop,0.770615954224167,0.770615954224167,0.770615954224167,0.22938404577583305
online-retail-ii,A5_rfm_fixed,A5_R_q5,a5_rfm_fixed,threshold,0.770615954224167,0.770615954224167,0.770615954224167,0.22938404577583305
online-retail-ii,A5_rfm_fixed,A5_M_q1,a5_rfm_fixed,add,0.9861999326825984,0.9624705486368226,0.9422753281723325,0.012509817121059127
online-retail-ii,A5_rfm_fixed,A5_M_q1,a5_rfm_fixed,drop,0.852911477616964,0.8111746886570178,0.8111746886570178,0.09076629642095817
online-retail-ii,A5_rfm_fixed,A5_M_q1,a5_rfm_fixed,threshold,0.8111746886570178,0.6637495792662403,0.6220127903062942,0.22416694715583976
online-retail-ii,RFM_quintile,A5_M_q5,a5_rfm_fixed,add,0.996634129922585,0.9727364523729384,0.854930999663413,0.009087849209020532
online-retail-ii,RFM_quintile,A5_M_q5,a5_rfm_fixed,drop,0.8111746886570178,0.8111746886570178,0.6220127903062942,0.16100078536968473
online-retail-ii,RFM_quintile,A5_M_q5,a5_rfm_fixed,threshold,0.852911477616964,0.8111746886570178,0.6220127903062942,0.18882531134298217
online-retail-ii,RFM_quintile,A5_F_q5,a5_rfm_fixed,add,0.9686974082800404,0.920397172669135,0.9089532144059239,0.02653427577695501
online-retail-ii,RFM_quintile,A5_F_q5,a5_rfm_fixed,drop,0.8460114439582632,0.8460114439582632,0.5188488724335241,0.13614944463143722
online-retail-ii,RFM_quintile,A5_F_q5,a5_rfm_fixed,threshold,0.8727701110737126,0.5456075395489735,0.5188488724335241,0.3453382699427802
online-retail-ii,RFM_quintile,A5_R_q1,a5_rfm_fixed,add,1.0,0.995287781891619,0.9998317064961293,0.0015707393694603389
online-retail-ii,RFM_quintile,A5_R_q1,a5_rfm_fixed,drop,1.0,0.770615954224167,0.770615954224167,0.22938404577583305
online-retail-ii,RFM_quintile,A5_R_q1,a5_rfm_fixed,threshold,0.770615954224167,0.770615954224167,0.770615954224167,0.22938404577583305
online-retail-ii,RFM_quintile,A5_R_q5,a5_rfm_fixed,add,0.9909121507909795,0.8709188825311343,0.9059239313362504,0.04302703915628856
online-retail-ii,RFM_quintile,A5_R_q5,a5_rfm_fixed,drop,0.770615954224167,0.770615954224167,0.770615954224167,0.22938404577583305
online-retail-ii,RFM_quintile,A5_R_q5,a5_rfm_fixed,threshold,0.770615954224167,0.770615954224167,0.770615954224167,0.22938404577583305
online-retail-ii,RFM_quintile,A5_M_q1,a5_rfm_fixed,add,0.9861999326825984,0.9624705486368226,0.9422753281723325,0.012509817121059127
online-retail-ii,RFM_quintile,A5_M_q1,a5_rfm_fixed,drop,0.852911477616964,0.8111746886570178,0.8111746886570178,0.09076629642095817
online-retail-ii,RFM_quintile,A5_M_q1,a5_rfm_fixed,threshold,0.8111746886570178,0.6637495792662403,0.6220127903062942,0.22416694715583976
online-retail-ii,propensity_logistic_RFM,prop_0,propensity_logistic_rfm,add,0.9947829013800067,0.9949511948838775,0.9757657354426119,0.001682935038707506
online-retail-ii,propensity_logistic_RFM,prop_0,propensity_logistic_rfm,drop,0.8108381016492764,0.6220127903062942,0.6220127903062942,0.1890497026814765
online-retail-ii,propensity_logistic_RFM,prop_0,propensity_logistic_rfm,threshold,0.8108381016492764,0.6220127903062942,0.8111746886570178,0.18893750701222933
online-retail-ii,propensity_logistic_RFM,prop_1,propensity_logistic_rfm,add,0.9814877145742175,0.9249410972736453,0.9809828340626052,0.025019634242118255
online-retail-ii,propensity_logistic_RFM,prop_1,propensity_logistic_rfm,drop,0.7724671827667452,0.8111746886570178,0.6220127903062942,0.17603500504880512
online-retail-ii,propensity_logistic_RFM,prop_1,propensity_logistic_rfm,threshold,0.849545607539549,0.6220127903062942,0.6220127903062942,0.20172781330640635
online-retail-ii,propensity_logistic_RFM,prop_2,propensity_logistic_rfm,add,0.9755974419387412,0.8963312016156176,0.9336923594749242,0.034556266128127455
online-retail-ii,propensity_logistic_RFM,prop_2,propensity_logistic_rfm,drop,0.8781555031975766,0.6220127903062942,0.6220127903062942,0.1666105688320431
online-retail-ii,propensity_logistic_RFM,prop_2,propensity_logistic_rfm,threshold,0.8781555031975766,0.6220127903062942,0.6220127903062942,0.1666105688320431
online-retail-ii,propensity_logistic_RFM,prop_3,propensity_logistic_rfm,add,0.9941097273645237,0.9814877145742175,0.8113429821608886,0.0061707618085941884
online-retail-ii,propensity_logistic_RFM,prop_3,propensity_logistic_rfm,drop,0.711881521373275,0.6637495792662403,0.6637495792662403,0.3202064400314148
online-retail-ii,propensity_logistic_RFM,prop_3,propensity_logistic_rfm,threshold,0.711881521373275,0.6637495792662403,0.6220127903062942,0.2081229664534949
online-retail-ii,propensity_logistic_RFM,prop_4,propensity_logistic_rfm,add,0.9496802423426456,0.9138337260181757,0.9670144732413329,0.028722091327274768
online-retail-ii,propensity_logistic_RFM,prop_4,propensity_logistic_rfm,drop,0.9387411645910468,0.6637495792662403,0.8111746886570178,0.2666891058005161
online-retail-ii,propensity_logistic_RFM,prop_4,propensity_logistic_rfm,threshold,0.6832716257152474,0.9387411645910468,0.6220127903062942,0.03433187478963312
online-retail-ii,propensity_logistic_RFM,prop_5,propensity_logistic_rfm,add,0.9981487714574218,0.9782901380006732,0.9145069000336588,0.0072366206664422755
online-retail-ii,propensity_logistic_RFM,prop_5,propensity_logistic_rfm,drop,0.852911477616964,0.6220127903062942,0.6220127903062942,0.2519914731291372
online-retail-ii,propensity_logistic_RFM,prop_5,propensity_logistic_rfm,threshold,0.9582632110400539,0.8111746886570178,0.6220127903062942,0.12588354089532144
online-retail-ii,propensity_logistic_RFM,prop_6,propensity_logistic_rfm,add,0.9962975429148435,0.8419723998653652,0.8505553685627735,0.05267586671154493
online-retail-ii,propensity_logistic_RFM,prop_6,propensity_logistic_rfm,drop,0.647761696398519,0.8369235947492427,0.6220127903062942,0.10338830921126445
online-retail-ii,propensity_logistic_RFM,prop_6,propensity_logistic_rfm,threshold,0.9840121171322787,0.6220127903062942,0.647761696398519,0.2605744418265455
online-retail-ii,propensity_logistic_RFM,prop_7,propensity_logistic_rfm,add,0.9900706832716257,0.9239313362504208,0.8747896331201616,0.025356221249859756
online-retail-ii,propensity_logistic_RFM,prop_7,propensity_logistic_rfm,drop,0.8216088858970044,0.8111746886570178,0.6220127903062942,0.11544934365533492
online-retail-ii,propensity_logistic_RFM,prop_7,propensity_logistic_rfm,threshold,0.9895658027600135,0.6220127903062942,0.6220127903062942,0.15034219679120386
online-retail-ii,propensity_logistic_RFM,prop_8,propensity_logistic_rfm,add,0.997307303938068,0.9113093234601144,0.9007068327162572,0.02956355884662852
online-retail-ii,propensity_logistic_RFM,prop_8,propensity_logistic_rfm,drop,0.9582632110400539,0.8111746886570178,0.6220127903062942,0.11197127790867273
online-retail-ii,propensity_logistic_RFM,prop_8,propensity_logistic_rfm,threshold,0.8111746886570178,0.8111746886570178,0.6220127903062942,0.13979580388197016
online-retail-ii,BeamSD_WRAcc,SD_000,beam_sd_wracc_no_portfolio,add,0.990575563783238,0.9734096263884214,0.9012117132278694,0.008863457870526198
online-retail-ii,BeamSD_WRAcc,SD_000,beam_sd_wracc_no_portfolio,drop,0.6637495792662403,0.6220127903062942,0.6220127903062942,0.36407494670705703
online-retail-ii,BeamSD_WRAcc,SD_000,beam_sd_wracc_no_portfolio,threshold,0.6637495792662403,0.9582632110400539,0.6220127903062942,0.04173678895994615
online-retail-ii,BeamSD_WRAcc,SD_001,beam_sd_wracc_no_portfolio,add,0.9384045775833053,0.5452709525412319,0.8364187142376305,0.1515763491529227
online-retail-ii,BeamSD_WRAcc,SD_001,beam_sd_wracc_no_portfolio,drop,0.8727701110737126,0.5188488724335241,0.5188488724335241,0.3296869740828004
online-retail-ii,BeamSD_WRAcc,SD_001,beam_sd_wracc_no_portfolio,threshold,0.9732413328845506,0.5188488724335241,0.5188488724335241,0.3296869740828004
online-retail-ii,BeamSD_WRAcc,SD_002,beam_sd_wracc_no_portfolio,add,0.9978121844496802,0.9811511275664759,0.864355435880175,0.0062829574778413555
online-retail-ii,BeamSD_WRAcc,SD_002,beam_sd_wracc_no_portfolio,drop,0.9784584315045439,0.8956580276001347,0.8956580276001347,0.052956355884662853
online-retail-ii,BeamSD_WRAcc,SD_002,beam_sd_wracc_no_portfolio,threshold,0.9171995960955908,0.9171995960955908,0.8956580276001347,0.055200269269606195
online-retail-ii,BeamSD_WRAcc,SD_003,beam_sd_wracc_no_portfolio,add,0.9192191181420397,0.9527095254123191,0.9533826994278021,0.015763491529226972
online-retail-ii,BeamSD_WRAcc,SD_003,beam_sd_wracc_no_portfolio,drop,0.852911477616964,0.9594412655671491,0.6231908448333894,0.04055873443285089
online-retail-ii,BeamSD_WRAcc,SD_003,beam_sd_wracc_no_portfolio,threshold,0.9594412655671491,0.6231908448333894,0.6637495792662403,0.300235610905419
online-retail-ii,BeamSD_WRAcc,SD_004,beam_sd_wracc_no_portfolio,add,0.9727364523729384,0.9134971390104342,0.9365533490407271,0.028834286996521935
online-retail-ii,BeamSD_WRAcc,SD_004,beam_sd_wracc_no_portfolio,drop,0.9321777179400875,0.8978458431504543,0.8768091551666106,0.05693930214293728
online-retail-ii,BeamSD_WRAcc,SD_004,beam_sd_wracc_no_portfolio,threshold,0.8978458431504543,0.8768091551666106,0.8768091551666106,0.08212722988892629
online-retail-ii,BeamSD_WRAcc,SD_005,beam_sd_wracc_no_portfolio,add,0.9256142712891282,0.9599461460787614,0.9543924604510265,0.01335128464041288
online-retail-ii,BeamSD_WRAcc,SD_005,beam_sd_wracc_no_portfolio,drop,0.9500168293503871,0.8916189835072367,0.9094580949175362,0.06630764052507573
online-retail-ii,BeamSD_WRAcc,SD_005,beam_sd_wracc_no_portfolio,threshold,0.9500168293503871,0.8916189835072367,0.9321777179400875,0.05559295411197127
online-retail-ii,BeamSD_WRAcc,SD_006,beam_sd_wracc_no_portfolio,add,0.9942780208683945,0.9855267586671155,0.9394143386065298,0.004824413777628184
online-retail-ii,BeamSD_WRAcc,SD_006,beam_sd_wracc_no_portfolio,drop,0.8108381016492764,0.6637495792662403,0.6220127903062942,0.2872209132727476
online-retail-ii,BeamSD_WRAcc,SD_006,beam_sd_wracc_no_portfolio,threshold,0.8108381016492764,0.8108381016492764,0.8111746886570178,0.18916189835072364
online-retail-ii,BeamSD_WRAcc,SD_007,beam_sd_wracc_no_portfolio,add,0.9947829013800067,0.9390777515987883,0.8739481656008078,0.02030741613373724
online-retail-ii,BeamSD_WRAcc,SD_007,beam_sd_wracc_no_portfolio,drop,0.9670144732413329,0.9286435543588017,0.8956580276001347,0.03096600471221811
online-retail-ii,BeamSD_WRAcc,SD_007,beam_sd_wracc_no_portfolio,threshold,0.9501851228542578,0.9286435543588017,0.8956580276001347,0.0381465275440368
online-retail-ii,ExKMC_IMM_paths,exkmc_0,exkmc_kmeans_tree_path,add,0.9102995624368899,0.8986873106698081,0.8985190171659374,0.033770896443397286
online-retail-ii,ExKMC_IMM_paths,exkmc_0,exkmc_kmeans_tree_path,drop,0.10619320094244362,0.09508582968697409,0.09508582968697409,0.4508582968697408
online-retail-ii,ExKMC_IMM_paths,exkmc_0,exkmc_kmeans_tree_path,threshold,0.9037361157859307,0.8720969370582295,0.5188488724335241,0.06187591158981263
online-retail-ii,ExKMC_IMM_paths,exkmc_1,exkmc_kmeans_tree_path,add,1.0,1.0,1.0,0.0
online-retail-ii,ExKMC_IMM_paths,exkmc_1,exkmc_kmeans_tree_path,drop,0.46718276674520365,0.004712218108381017,0.004712218108381017,0.4082239425558174
online-retail-ii,ExKMC_IMM_paths,exkmc_1,exkmc_kmeans_tree_path,threshold,0.9978121844496802,0.9680242342645574,0.5136317738135308,0.010658588578480871
online-retail-ii,ExKMC_IMM_paths,exkmc_2,exkmc_kmeans_tree_path,add,1.0,1.0,1.0,0.0
online-retail-ii,ExKMC_IMM_paths,exkmc_2,exkmc_kmeans_tree_path,drop,0.3273308650286099,0.004712218108381017,0.004712218108381017,0.33176259396387303
online-retail-ii,ExKMC_IMM_paths,exkmc_2,exkmc_kmeans_tree_path,threshold,0.8362504207337597,0.904240996297543,0.5136317738135308,0.06221249859755414
online-retail-ii,ExKMC_IMM_paths,exkmc_3,exkmc_kmeans_tree_path,add,0.998653651969034,0.998653651969034,0.998653651969034,0.00044878267698866825
online-retail-ii,ExKMC_IMM_paths,exkmc_3,exkmc_kmeans_tree_path,drop,0.10417367889599462,0.006058566139347021,0.006058566139347021,0.41882643329967467
online-retail-ii,ExKMC_IMM_paths,exkmc_3,exkmc_kmeans_tree_path,threshold,0.846852911477617,0.5149781218444968,0.5149781218444968,0.31313811286884324
online-retail-ii,ExKMC_IMM_paths,exkmc_4,exkmc_kmeans_tree_path,add,1.0,1.0,1.0,0.0
online-retail-ii,ExKMC_IMM_paths,exkmc_4,exkmc_kmeans_tree_path,drop,0.4145069000336587,0.004712218108381017,0.004712218108381017,0.331762593963873
